mall_name,address,longitude,latitude 
顺平百货,平湖辅城坳平龙西路75号,114.1132,22.6945
惠丰购物广场,光明办事处凤新路165号,113.9481,22.7926
榕兴购物广场,塘家大道25-3号,113.9374,22.7329
卓业星光广场,川安路步行街与裕安一路交叉口东北角,113.8899,22.5633
华盛奥特莱斯购物中心,华南城1号交易广场,114.1246,22.6772
ONCELIVE一乐会,建安二路89-11号,113.8854,22.5816
万荟城,凤凰岗路与宝田一路交叉口东150米,113.8815,22.5962
盛妆百货,宝石南路119号,113.9319,22.6774
彩德城CBD购物中心,彩田路3030号,114.0693,22.5430
惠家乐百货,燕川朗西路1号1层,113.8605,22.7968
和平商业广场,福永镇和平村,113.7941,22.6889
天源隆商场,沙井镇共和村西环路,113.8033,22.7583
荟食广场,创维半导体设计大厦裙楼B1层,113.9530,22.5370
华城百货,莲花二村惠民街市2楼,114.0709,22.5516
东部市场,汕头街与香山东街交叉口,113.9922,22.5382
宝润万家购物广场,观澜镇大水坑三村桔坑27号,114.0136,22.7301
万盛百货,华旺路69-28号,113.9959,22.6752
老街商业广场,龙岗街道龙平东路56号,114.2786,22.7307
岁宝百货,龙翔大道吉祥中路交口西南角,114.2364,22.7101
宏达商场,黄贝岭华丽路1041号华丽花园2层,114.1345,22.5504
百世广场,龙平东路190号,114.2729,22.7304
华城百货,龙井路14龙井庭院1-2层,113.9755,22.5588
保利天街,龙观东路与清龙路交汇处龙华汽车站对面,114.0321,22.6700
东方建富时尚广场,振华路97号,114.0903,22.5443
永佳福购物广场,桥头社区桥荣二区15号,113.8065,22.6894
南塘商业广场,永新街1-9号,114.1184,22.5446
百盛佳购物广场,余岭西路与爱华路交叉口东南50米,114.2292,22.6977
中海商城,新园路3号,114.1167,22.5457
千色新城购物广场,宝业路80号,114.0784,22.6843
UCT 东门韩国城,人民路二横街12号,114.1207,22.5465
红日子购物广场,泥岗西村59号,114.0990,22.5673
宝地利百货,观平路40号,114.0903,22.7009
岁宝百货,巴登街14号滨江大厦,114.1031,22.5377
河滨商场,宝石南路188号,113.9341,22.6791
岁宝百货,景田路香蜜三村5栋天健名苑1-4裙楼,114.0484,22.5461
华南城港台馆,平新北路华南城1号交易广场海峡两岸商品交易物流中心,114.1229,22.6790
蔚蓝海岸商城,华明路1-12号,113.9330,22.5075
岁宝百货,沙井街道民主大道濠景城东侧,113.7926,22.7360
岁宝百货,聚福路金色年华家园1楼,114.1715,22.5617
金宝元购物广场,五联社区同心工业区3号综合楼a楼3楼,114.2335,22.7457
天和百货,明安路39号,113.8908,22.7848
唐美商场,凤塘大道523号,113.8012,22.7005
景马商业城,万兴街2-7号,113.9506,22.5574
万胜易购,布吉街道联北北路2A号,114.1168,22.6255
兴城百货,红湖路25号,113.8628,22.8032
江南百货,大浪南路1层,114.0147,22.6721
栢丽广场,南湖路2046号,114.1214,22.5393
东海城市广场,红荔西路8099号,114.0209,22.5405
hicity购物中心,黄贝岭凤凰路193号海珑华苑,114.1325,22.5469
科技园文化广场,科兴路10号汇景豪苑群楼,113.9434,22.5405
京基凤凰印象商场,凤凰路181号,114.1334,22.5474
皇御商城,福田南路7-44号,114.0766,22.5259
人人购物广场,龙平东路143号,114.2740,22.7294
福到来购物广场,桃源村67栋综合楼2楼,113.9805,22.5588
华联街,深南中路2006-2号,114.0933,22.5408
赛格ECO广场,布吉街道布龙路18号,114.1143,22.6200
世界贸易广场,福虹路9号深南中路华强地铁口旁,114.0834,22.5389
新世界广场,龙岗大道(横岗段)5017号,114.2076,22.6483
星河中心,中心5路星河中心1-3层,114.0614,22.5338
彩虹缤纷城,福永白石厦大道188号,113.8249,22.6742
曼哈数码广场,华强北路2022号曼哈数码广场1-5楼,114.0870,22.5456
西丽百货,西丽北路50号,113.9558,22.5787
海滨商业中心,兴华路9号,113.9160,22.4841
大芬商城,布吉街道汇福花园商场201,114.1381,22.6148
中信地铁商场,上步南路1093号,114.0960,22.5400
昌盛百货,龙岗大道2001号,114.2335,22.6971
星港城,松白路7038号,113.8480,22.7700
尖莎咀购物中心,宝荷路与沙荷路交叉口南100米,114.2667,22.6882
世纪假日广场B座,深南大道9030-14号,113.9724,22.5384
九龙城购物广场,东门中路2013号,114.1213,22.5459
百佳华商场,新湖路佳华名苑4楼,113.8778,22.5636
观澜商业广场,龙华北环观南路101号,114.0531,22.6906
康之宝百货,光明大街新地中央花园东南50米旁,113.9439,22.7588
华强南商业中心,华强南路2002号,114.0874,22.5358
万佳广场,园岭中路园中花园C/D/E裙楼,114.0996,22.5523
盛世华联购物广场,桥新路17号,113.7983,22.6745
乐福购物广场,竹子林七路益华大厦B栋1楼,114.0136,22.5359
丰滢世纪广场,东滨路4026-4030号,113.9228,22.5061
荟港城,平湖大街330号,114.1404,22.6872
大新百货,坑梓镇人民西路22号,114.3731,22.7437
中威商业广场,人民北路1008-10号中威大厦,114.1192,22.5450
万福佳购物广场,建设路54号香港金六福珠宝镇府旁,114.3464,22.6900
理家购物广场,南山村西巷1号,113.9106,22.5139
大新休闲广场,关口下街与桃园路交叉口西南50米,113.9160,22.5320
金鹏百货,金鹏路26号金利商业广场1-6楼,114.1182,22.6061
金岸商业广场,桃园路122号,113.9181,22.5328
金龙华广场,龙观东路3号,114.0166,22.6615
