,mall_name1,address1,lon1,lat1,mall_name2,address2,lon2,lat2,distance
16,天河城百货,中山大道中437号天银商贸大厦,113.4047,23.122,星座广场,中山大道中284号,113.4039,23.1211,129.25959523069395
17,广州来又来时尚购物广场,新华龙珠路39号,113.2321,23.3982,广百百货,龙珠路41号广百新一城,113.2329,23.3983,82.39456452115212
18,广州来又来时尚购物广场,新华龙珠路39号,113.2321,23.3982,人山人海商业广场,龙珠路32号,113.2313,23.3971,147.05814740735715
19,Hi百货,天河路228号正佳广场4层,113.3271,23.1321,友谊商店,天河路228号正佳广场1层到4层,113.3276,23.1318,61.0476576834437
20,丽柏广场,环市东路367号,113.2865,23.1376,世贸新天地,环市东路371-375号,113.2875,23.1367,143.07478969268314
21,太古汇,天河路383号,113.3326,23.134,236广场,天河路236号,113.3321,23.1329,132.5699330683773
22,江燕路·万科里,江燕路99号,113.2793,23.0824,TIT润政广场,江燕路37号,113.2789,23.0836,139.56649758765872
23,中华广场,中山三路33号,113.2831,23.1256,地王广场,较场西路26号,113.2836,23.1256,51.1299907376758
24,中华广场,中山三路33号,113.2831,23.1256,中华百货,中山三路33号中华广场,113.2826,23.1257,52.32510985513755
25,中华广场,中山三路33号,113.2831,23.1256,流行前线,中山三路25-27号流行前线内,113.2836,23.1266,122.38696081731497
26,天娱广场,天河路621-625号,113.34,23.1357,摩登百货,天河路611号,113.3391,23.1355,94.67609863951027
27,万达广场,增城大道69号,113.8154,23.276,万达百货,增城大道69号万达百货3楼办公区,113.8154,23.2765,55.597463322134445
28,尚品天河,石牌西路1-7号,113.3381,23.1333,闲鱼创客美食港,天河路518号,113.3369,23.1335,124.70385237283298
29,五月花商业广场,中山五路68号,113.2668,23.1259,捷登都会,中山五路70号,113.2658,23.126,102.86249251975848
30,广百百货,天河路200号,113.3211,23.1331,天河又一城,体育西路54号南段,113.3221,23.1335,111.50871353736758
31,钻汇广场,富华西路2号,113.3626,22.9478,喜悦天地,光明北路223号,113.3613,22.9478,133.1135134763392
32,中信广场,天河北路233号,113.3248,23.1421,中天购物城,天河北路233号,113.3247,23.1422,15.105904429574249
33,江南新地,江南西路46号,113.2709,23.095,润汇大厦,江南西路66号,113.2698,23.0947,117.35280516133595
34,动漫星城广场,中山五路吉祥路1号,113.2651,23.1257,捷登都会,中山五路70号,113.2658,23.126,78.97309557735409
35,动漫星城广场,中山五路吉祥路1号,113.2651,23.1257,百汇广场,中山五路193-215号,113.2638,23.1251,148.740412620429
36,天河城百货,奥体南路12号优托邦1层,113.4161,23.1296,优托邦,奥体南路12号四期,113.4152,23.1302,113.66997539792392
37,新大新,中山五路4号,113.2686,23.1257,广百黄金珠宝大厦,中山四路395号广百黄金珠宝大厦1层,113.2693,23.1253,84.27501634332997
38,万象购物街,地铁一号线芳村站D出口,113.2354,23.0964,芳村万象,荣兴路与花地大道北交叉口,113.2358,23.0976,139.56524809488872
39,万象购物街,地铁一号线芳村站D出口,113.2354,23.0964,华苑商业广场,花地大道北25-6号,113.2352,23.0961,39.13125514113672
40,友谊商店,天河路228号正佳广场1层到4层,113.3276,23.1318,潮流站,体育东路39-45号潮流站底商负1到3楼,113.3278,23.1306,134.9920667844276
41,缤纷天地,云城西路880号,113.2688,23.1802,白云绿地中心,云城西路与齐心路交叉口,113.2693,23.1808,84.04336171231475
42,新光百货,东晓南路1290号新光百货1楼C09室铺,113.2924,23.0725,海珠新都荟广场,东晓南路1290号,113.2926,23.0724,23.286442245997616
43,上下九广场,下九路92号,113.2483,23.1147,东方汇,下九路59-60号,113.2479,23.1142,69.02530398010765
44,广百百货,广州大道北1419号佳润广场1-3层,113.3208,23.1813,佳润广场,广州大道北1419号,113.3205,23.1814,32.6190061959348
45,广百百货,广州大道北1419号佳润广场1-3层,113.3208,23.1813,摩登百货,广州大道北1420号,113.3222,23.1815,144.82206640853616
46,新大新,市桥街繁华路易发商业中心1-4层及东宝商业楼1-4层,113.3629,22.941,番禺友谊商店,市桥繁华路38号，62号,113.3633,22.9422,139.57908393090102
47,万达广场,云城东路501号,113.2669,23.1725,万达百货,云城东路501号万达广场B1-4层,113.2672,23.1729,54.02562252075871
48,流花展贸中心,流花路117号,113.2585,23.1411,东方商场,流花路120号东方宾馆内,113.2592,23.1403,114.17524538246555
49,富力海珠城ICON,江南大道中180号,113.2739,23.0954,名店城,江南西路海洋石油大厦附近,113.2734,23.0963,112.38561864361988
50,天河城百货,北京路一街238号,113.2702,23.1226,金佰利广场,文明路63号,113.2709,23.1224,74.95858934845573
51,天河城百货,北京路一街238号,113.2702,23.1226,名盛广场,北京路一街238号天河城百货内,113.2702,23.1225,11.119492664568353
52,名店城,江南西路海洋石油大厦附近,113.2734,23.0963,江南西人商场,江南西路26号,113.2723,23.0956,136.8108120232538
53,地王广场,较场西路26号,113.2836,23.1256,中华百货,中山三路33号中华广场,113.2826,23.1257,102.86271984555906
54,地王广场,较场西路26号,113.2836,23.1256,流行前线,中山三路25-27号流行前线内,113.2836,23.1266,111.19492664462256
55,保利大都汇,汉溪路163号,113.335,22.9949,左文右艺心街区,汉兴中路保利大都汇C1栋113号铺,113.335,22.9937,133.43391197375925
56,合生广场,广州大道南与叠景路交汇处,113.3139,23.086,合生广场-北区,广州大道南249号,113.3141,23.0858,30.217610865846765
57,龙洞美食广场,龙洞牌坊入来10米(金牛旁)大食袋自助火锅二楼,113.3662,23.1941,龙洞商业广场,环村南街1号,113.3672,23.1933,135.49773163836852
58,星座广场,中山大道中284号,113.4039,23.1211,东圃购物中心,东圃大马路1号,113.4029,23.1208,107.5668010444191
59,龙归金铂广场,龙岗路1号龙归,113.2941,23.2675,喜来时代广场,太和镇106国道旁边,113.2942,23.2665,111.66316225312163
60,王府井百货,农林下路40号王府井百货内,113.2984,23.1296,广百百货,农林下路37号,113.2971,23.1292,140.17772340686338
61,时代广场,天河北路28号,113.3172,23.1404,广州友谊OUTLETS购物中心,天河北路28号时代广场1-5层,113.3172,23.1403,11.119492664214691
62,中旅商业城,中山五路217-255号,113.263,23.125,百汇广场,中山五路193-215号,113.2638,23.1251,82.56055007172351
63,金佰利广场,文明路63号,113.2709,23.1224,名盛广场,北京路一街238号天河城百货内,113.2702,23.1225,72.44214646610244
64,时代TIT广场,东圃大马路8号,113.4009,23.1198,车陂文化广场,东圃大马路2号,113.4022,23.1203,144.1008167302002
65,新光百货,康王中路666号新光城市广场内,113.2478,23.1244,新光城市广场,康王中路600号,113.2479,23.1245,15.10681792849464
66,天河城尚品荟,北京路粤海仰忠汇B1楼,113.27,23.1196,潮楼,北京路182号,113.2695,23.1208,142.8953996696121
67,丰兴广场,天河路242号,113.3333,23.1327,236广场,天河路236号,113.3321,23.1329,124.70439253446831
68,中华百货,中山三路33号中华广场,113.2826,23.1257,流行前线,中山三路25-27号流行前线内,113.2836,23.1266,143.08078332956327
69,东圃购物中心,东圃大马路1号,113.4029,23.1208,车陂文化广场,东圃大马路2号,113.4022,23.1203,90.6390892889934
70,正佳购物中心,环市东路370-372号正佳东方国际广场,113.2877,23.1356,世贸新天地,环市东路371-375号,113.2875,23.1367,124.01223942473887
71,骐利广场,西槎路99号,113.2349,23.1558,百德商业广场,西槎路111号,113.2348,23.1565,78.50500703006952
72,康王商业城,中山七路282-304号,113.2471,23.1262,柏德来商业城,康王北路903号柏德来商业城香港街2区2233铺,113.2471,23.1263,11.119492664214691
